"","X1","X2","X3","X4"
"8066","urman",1.05833864036537e-05,"[0-0.0001)",0.01
"8067","hoggs",1.05817560583708e-05,"[0-0.0001)",0.01
"8068","merks",1.05752346772394e-05,"[0-0.0001)",0.01
"8069","imped",1.05752346772394e-05,"[0-0.0001)",0.01
"8070","demes",1.0574419504598e-05,"[0-0.0001)",0.01
"8071","ascon",1.05736043319565e-05,"[0-0.0001)",0.01
"8072","kelts",1.0557300879128e-05,"[0-0.0001)",0.01
"8073","porny",1.05491491527137e-05,"[0-0.0001)",0.01
"8074","adits",1.05418125989409e-05,"[0-0.0001)",0.01
"8075","maill",1.05238788008295e-05,"[0-0.0001)",0.01
"8076","kawas",1.0523063628188e-05,"[0-0.0001)",0.01
"8077","ahigh",1.05149119017738e-05,"[0-0.0001)",0.01
"8078","buffo",1.04945325857381e-05,"[0-0.0001)",0.01
"8079","hypha",1.04937174130966e-05,"[0-0.0001)",0.01
"8080","mifty",1.04814898234752e-05,"[0-0.0001)",0.01
"8081","azote",1.0467631888571e-05,"[0-0.0001)",0.01
"8082","cozey",1.04651863706467e-05,"[0-0.0001)",0.01
"8083","dekko",1.04602953347981e-05,"[0-0.0001)",0.01
"8084","vodun",1.04578498168738e-05,"[0-0.0001)",0.01
"8085","sowle",1.04236125659339e-05,"[0-0.0001)",0.01
"8086","avows",1.04211670480096e-05,"[0-0.0001)",0.01
"8087","vares",1.0416276012161e-05,"[0-0.0001)",0.01
"8088","sadis",1.04130153215953e-05,"[0-0.0001)",0.01
"8089","maist",1.03836691065039e-05,"[0-0.0001)",0.01
"8090","hully",1.03820387612211e-05,"[0-0.0001)",0.01
"8091","intil",1.03698111715997e-05,"[0-0.0001)",0.01
"8092","toits",1.03657353083925e-05,"[0-0.0001)",0.01
"8093","wooer",8.15172641427534e-06,"[0-0.0001)",0.01
"8094","aahed",8.15172641427534e-06,"[0-0.0001)",0.01
"8095","aalii",8.15172641427534e-06,"[0-0.0001)",0.01
"8096","abaci",8.15172641427534e-06,"[0-0.0001)",0.01
"8097","abacs",8.15172641427534e-06,"[0-0.0001)",0.01
"8098","abaka",8.15172641427534e-06,"[0-0.0001)",0.01
"8099","abamp",8.15172641427534e-06,"[0-0.0001)",0.01
"8100","aband",8.15172641427534e-06,"[0-0.0001)",0.01
"8101","abash",8.15172641427534e-06,"[0-0.0001)",0.01
"8102","abask",8.15172641427534e-06,"[0-0.0001)",0.01
"8103","abbed",8.15172641427534e-06,"[0-0.0001)",0.01
"8104","abcee",8.15172641427534e-06,"[0-0.0001)",0.01
"8105","abear",8.15172641427534e-06,"[0-0.0001)",0.01
"8106","abers",8.15172641427534e-06,"[0-0.0001)",0.01
"8107","ablet",8.15172641427534e-06,"[0-0.0001)",0.01
"8108","abmho",8.15172641427534e-06,"[0-0.0001)",0.01
"8109","abohm",8.15172641427534e-06,"[0-0.0001)",0.01
"8110","aboil",8.15172641427534e-06,"[0-0.0001)",0.01
"8111","aboma",8.15172641427534e-06,"[0-0.0001)",0.01
"8112","aboon",8.15172641427534e-06,"[0-0.0001)",0.01
"8113","abore",8.15172641427534e-06,"[0-0.0001)",0.01
"8114","abrim",8.15172641427534e-06,"[0-0.0001)",0.01
"8115","abrin",8.15172641427534e-06,"[0-0.0001)",0.01
"8116","absey",8.15172641427534e-06,"[0-0.0001)",0.01
"8117","absit",8.15172641427534e-06,"[0-0.0001)",0.01
"8118","abuna",8.15172641427534e-06,"[0-0.0001)",0.01
"8119","abune",8.15172641427534e-06,"[0-0.0001)",0.01
"8120","abyes",8.15172641427534e-06,"[0-0.0001)",0.01
"8121","abysm",8.15172641427534e-06,"[0-0.0001)",0.01
"8122","acais",8.15172641427534e-06,"[0-0.0001)",0.01
"8123","accas",8.15172641427534e-06,"[0-0.0001)",0.01
"8124","accoy",8.15172641427534e-06,"[0-0.0001)",0.01
"8125","acerb",8.15172641427534e-06,"[0-0.0001)",0.01
"8126","aceta",8.15172641427534e-06,"[0-0.0001)",0.01
"8127","acidy",8.15172641427534e-06,"[0-0.0001)",0.01
"8128","ackee",8.15172641427534e-06,"[0-0.0001)",0.01
"8129","acmes",8.15172641427534e-06,"[0-0.0001)",0.01
"8130","acmic",8.15172641427534e-06,"[0-0.0001)",0.01
"8131","acned",8.15172641427534e-06,"[0-0.0001)",0.01
"8132","acock",8.15172641427534e-06,"[0-0.0001)",0.01
"8133","acold",8.15172641427534e-06,"[0-0.0001)",0.01
"8134","acred",8.15172641427534e-06,"[0-0.0001)",0.01
"8135","acyls",8.15172641427534e-06,"[0-0.0001)",0.01
"8136","adaws",8.15172641427534e-06,"[0-0.0001)",0.01
"8137","adeem",8.15172641427534e-06,"[0-0.0001)",0.01
"8138","admen",8.15172641427534e-06,"[0-0.0001)",0.01
"8139","adoze",8.15172641427534e-06,"[0-0.0001)",0.01
"8140","adrad",8.15172641427534e-06,"[0-0.0001)",0.01
"8141","adred",8.15172641427534e-06,"[0-0.0001)",0.01
"8142","adsum",8.15172641427534e-06,"[0-0.0001)",0.01
"8143","aduki",8.15172641427534e-06,"[0-0.0001)",0.01
"8144","adunc",8.15172641427534e-06,"[0-0.0001)",0.01
"8145","adust",8.15172641427534e-06,"[0-0.0001)",0.01
"8146","advew",8.15172641427534e-06,"[0-0.0001)",0.01
"8147","adyta",8.15172641427534e-06,"[0-0.0001)",0.01
"8148","adzed",8.15172641427534e-06,"[0-0.0001)",0.01
"8149","adzes",8.15172641427534e-06,"[0-0.0001)",0.01
"8150","aecia",8.15172641427534e-06,"[0-0.0001)",0.01
"8151","afald",8.15172641427534e-06,"[0-0.0001)",0.01
"8152","afara",8.15172641427534e-06,"[0-0.0001)",0.01
"8153","afear",8.15172641427534e-06,"[0-0.0001)",0.01
"8154","aflaj",8.15172641427534e-06,"[0-0.0001)",0.01
"8155","afrit",8.15172641427534e-06,"[0-0.0001)",0.01
"8156","agars",8.15172641427534e-06,"[0-0.0001)",0.01
"8157","agast",8.15172641427534e-06,"[0-0.0001)",0.01
"8158","agaze",8.15172641427534e-06,"[0-0.0001)",0.01
"8159","agene",8.15172641427534e-06,"[0-0.0001)",0.01
"8160","aggri",8.15172641427534e-06,"[0-0.0001)",0.01
"8161","aggry",8.15172641427534e-06,"[0-0.0001)",0.01
"8162","aghas",8.15172641427534e-06,"[0-0.0001)",0.01
"8163","agism",8.15172641427534e-06,"[0-0.0001)",0.01
"8164","agist",8.15172641427534e-06,"[0-0.0001)",0.01
"8165","agita",8.15172641427534e-06,"[0-0.0001)",0.01
"8166","aglee",8.15172641427534e-06,"[0-0.0001)",0.01
"8167","agley",8.15172641427534e-06,"[0-0.0001)",0.01
"8168","agloo",8.15172641427534e-06,"[0-0.0001)",0.01
"8169","aglus",8.15172641427534e-06,"[0-0.0001)",0.01
"8170","agmas",8.15172641427534e-06,"[0-0.0001)",0.01
"8171","agoge",8.15172641427534e-06,"[0-0.0001)",0.01
"8172","agone",8.15172641427534e-06,"[0-0.0001)",0.01
"8173","agons",8.15172641427534e-06,"[0-0.0001)",0.01
"8174","agria",8.15172641427534e-06,"[0-0.0001)",0.01
"8175","agros",8.15172641427534e-06,"[0-0.0001)",0.01
"8176","agued",8.15172641427534e-06,"[0-0.0001)",0.01
"8177","agues",8.15172641427534e-06,"[0-0.0001)",0.01
"8178","aguna",8.15172641427534e-06,"[0-0.0001)",0.01
"8179","aguti",8.15172641427534e-06,"[0-0.0001)",0.01
"8180","aheap",8.15172641427534e-06,"[0-0.0001)",0.01
"8181","ahent",8.15172641427534e-06,"[0-0.0001)",0.01
"8182","ahind",8.15172641427534e-06,"[0-0.0001)",0.01
"8183","ahing",8.15172641427534e-06,"[0-0.0001)",0.01
"8184","ahint",8.15172641427534e-06,"[0-0.0001)",0.01
"8185","ahull",8.15172641427534e-06,"[0-0.0001)",0.01
"8186","ahuru",8.15172641427534e-06,"[0-0.0001)",0.01
"8187","aidas",8.15172641427534e-06,"[0-0.0001)",0.01
"8188","aidoi",8.15172641427534e-06,"[0-0.0001)",0.01
"8189","aidos",8.15172641427534e-06,"[0-0.0001)",0.01
"8190","aiery",8.15172641427534e-06,"[0-0.0001)",0.01
"8191","aigas",8.15172641427534e-06,"[0-0.0001)",0.01
"8192","ainee",8.15172641427534e-06,"[0-0.0001)",0.01
"8193","ainga",8.15172641427534e-06,"[0-0.0001)",0.01
"8194","airns",8.15172641427534e-06,"[0-0.0001)",0.01
"8195","airts",8.15172641427534e-06,"[0-0.0001)",0.01
"8196","aitus",8.15172641427534e-06,"[0-0.0001)",0.01
"8197","aiver",8.15172641427534e-06,"[0-0.0001)",0.01
"8198","aiyee",8.15172641427534e-06,"[0-0.0001)",0.01
"8199","aizle",8.15172641427534e-06,"[0-0.0001)",0.01
"8200","ajies",8.15172641427534e-06,"[0-0.0001)",0.01
"8201","ajiva",8.15172641427534e-06,"[0-0.0001)",0.01
"8202","ajwan",8.15172641427534e-06,"[0-0.0001)",0.01
"8203","akees",8.15172641427534e-06,"[0-0.0001)",0.01
"8204","akene",8.15172641427534e-06,"[0-0.0001)",0.01
"8205","akkas",8.15172641427534e-06,"[0-0.0001)",0.01
"8206","alaap",8.15172641427534e-06,"[0-0.0001)",0.01
"8207","alant",8.15172641427534e-06,"[0-0.0001)",0.01
"8208","alapa",8.15172641427534e-06,"[0-0.0001)",0.01
"8209","alaps",8.15172641427534e-06,"[0-0.0001)",0.01
"8210","alate",8.15172641427534e-06,"[0-0.0001)",0.01
"8211","alays",8.15172641427534e-06,"[0-0.0001)",0.01
"8212","albas",8.15172641427534e-06,"[0-0.0001)",0.01
"8213","alcid",8.15172641427534e-06,"[0-0.0001)",0.01
"8214","alcos",8.15172641427534e-06,"[0-0.0001)",0.01
"8215","alecs",8.15172641427534e-06,"[0-0.0001)",0.01
"8216","alefs",8.15172641427534e-06,"[0-0.0001)",0.01
"8217","aleft",8.15172641427534e-06,"[0-0.0001)",0.01
"8218","alews",8.15172641427534e-06,"[0-0.0001)",0.01
"8219","aleye",8.15172641427534e-06,"[0-0.0001)",0.01
"8220","algid",8.15172641427534e-06,"[0-0.0001)",0.01
"8221","algin",8.15172641427534e-06,"[0-0.0001)",0.01
"8222","alifs",8.15172641427534e-06,"[0-0.0001)",0.01
"8223","alkie",8.15172641427534e-06,"[0-0.0001)",0.01
"8224","alkos",8.15172641427534e-06,"[0-0.0001)",0.01
"8225","allod",8.15172641427534e-06,"[0-0.0001)",0.01
"8226","almah",8.15172641427534e-06,"[0-0.0001)",0.01
"8227","almeh",8.15172641427534e-06,"[0-0.0001)",0.01
"8228","almud",8.15172641427534e-06,"[0-0.0001)",0.01
"8229","almug",8.15172641427534e-06,"[0-0.0001)",0.01
"8230","alods",8.15172641427534e-06,"[0-0.0001)",0.01
"8231","aloed",8.15172641427534e-06,"[0-0.0001)",0.01
"8232","aloin",8.15172641427534e-06,"[0-0.0001)",0.01
"8233","aloos",8.15172641427534e-06,"[0-0.0001)",0.01
"8234","alowe",8.15172641427534e-06,"[0-0.0001)",0.01
"8235","alure",8.15172641427534e-06,"[0-0.0001)",0.01
"8236","amahs",8.15172641427534e-06,"[0-0.0001)",0.01
"8237","amaut",8.15172641427534e-06,"[0-0.0001)",0.01
"8238","amban",8.15172641427534e-06,"[0-0.0001)",0.01
"8239","ameba",8.15172641427534e-06,"[0-0.0001)",0.01
"8240","amene",8.15172641427534e-06,"[0-0.0001)",0.01
"8241","amens",8.15172641427534e-06,"[0-0.0001)",0.01
"8242","amias",8.15172641427534e-06,"[0-0.0001)",0.01
"8243","amice",8.15172641427534e-06,"[0-0.0001)",0.01
"8244","amids",8.15172641427534e-06,"[0-0.0001)",0.01
"8245","amins",8.15172641427534e-06,"[0-0.0001)",0.01
"8246","amirs",8.15172641427534e-06,"[0-0.0001)",0.01
"8247","amlas",8.15172641427534e-06,"[0-0.0001)",0.01
"8248","ammos",8.15172641427534e-06,"[0-0.0001)",0.01
"8249","amnia",8.15172641427534e-06,"[0-0.0001)",0.01
"8250","amnic",8.15172641427534e-06,"[0-0.0001)",0.01
"8251","amoks",8.15172641427534e-06,"[0-0.0001)",0.01
"8252","amole",8.15172641427534e-06,"[0-0.0001)",0.01
"8253","amove",8.15172641427534e-06,"[0-0.0001)",0.01
"8254","amowt",8.15172641427534e-06,"[0-0.0001)",0.01
"8255","ampul",8.15172641427534e-06,"[0-0.0001)",0.01
"8256","amyls",8.15172641427534e-06,"[0-0.0001)",0.01
"8257","anana",8.15172641427534e-06,"[0-0.0001)",0.01
"8258","ancle",8.15172641427534e-06,"[0-0.0001)",0.01
"8259","anear",8.15172641427534e-06,"[0-0.0001)",0.01
"8260","anigh",8.15172641427534e-06,"[0-0.0001)",0.01
"8261","anils",8.15172641427534e-06,"[0-0.0001)",0.01
"8262","ankhs",8.15172641427534e-06,"[0-0.0001)",0.01
"8263","ankus",8.15172641427534e-06,"[0-0.0001)",0.01
"8264","anlas",8.15172641427534e-06,"[0-0.0001)",0.01
"8265","anoas",8.15172641427534e-06,"[0-0.0001)",0.01
"8266","ansae",8.15172641427534e-06,"[0-0.0001)",0.01
"8267","antae",8.15172641427534e-06,"[0-0.0001)",0.01
"8268","antre",8.15172641427534e-06,"[0-0.0001)",0.01
"8269","apage",8.15172641427534e-06,"[0-0.0001)",0.01
"8270","apaid",8.15172641427534e-06,"[0-0.0001)",0.01
"8271","apayd",8.15172641427534e-06,"[0-0.0001)",0.01
"8272","apays",8.15172641427534e-06,"[0-0.0001)",0.01
"8273","apeak",8.15172641427534e-06,"[0-0.0001)",0.01
"8274","apeek",8.15172641427534e-06,"[0-0.0001)",0.01
"8275","apery",8.15172641427534e-06,"[0-0.0001)",0.01
"8276","apian",8.15172641427534e-06,"[0-0.0001)",0.01
"8277","apiol",8.15172641427534e-06,"[0-0.0001)",0.01
"8278","apish",8.15172641427534e-06,"[0-0.0001)",0.01
"8279","apism",8.15172641427534e-06,"[0-0.0001)",0.01
"8280","apode",8.15172641427534e-06,"[0-0.0001)",0.01
"8281","apods",8.15172641427534e-06,"[0-0.0001)",0.01
"8282","apoop",8.15172641427534e-06,"[0-0.0001)",0.01
"8283","aport",8.15172641427534e-06,"[0-0.0001)",0.01
"8284","appay",8.15172641427534e-06,"[0-0.0001)",0.01
"8285","appuy",8.15172641427534e-06,"[0-0.0001)",0.01
"8286","apses",8.15172641427534e-06,"[0-0.0001)",0.01
"8287","aquas",8.15172641427534e-06,"[0-0.0001)",0.01
"8288","araks",8.15172641427534e-06,"[0-0.0001)",0.01
"8289","arame",8.15172641427534e-06,"[0-0.0001)",0.01
"8290","arbas",8.15172641427534e-06,"[0-0.0001)",0.01
"8291","ardeb",8.15172641427534e-06,"[0-0.0001)",0.01
"8292","ardri",8.15172641427534e-06,"[0-0.0001)",0.01
"8293","aread",8.15172641427534e-06,"[0-0.0001)",0.01
"8294","areae",8.15172641427534e-06,"[0-0.0001)",0.01
"8295","arear",8.15172641427534e-06,"[0-0.0001)",0.01
"8296","aredd",8.15172641427534e-06,"[0-0.0001)",0.01
"8297","arede",8.15172641427534e-06,"[0-0.0001)",0.01
"8298","arefy",8.15172641427534e-06,"[0-0.0001)",0.01
"8299","areic",8.15172641427534e-06,"[0-0.0001)",0.01
"8300","arepa",8.15172641427534e-06,"[0-0.0001)",0.01
"8301","arere",8.15172641427534e-06,"[0-0.0001)",0.01
"8302","arets",8.15172641427534e-06,"[0-0.0001)",0.01
"8303","arett",8.15172641427534e-06,"[0-0.0001)",0.01
"8304","argal",8.15172641427534e-06,"[0-0.0001)",0.01
"8305","argil",8.15172641427534e-06,"[0-0.0001)",0.01
"8306","argle",8.15172641427534e-06,"[0-0.0001)",0.01
"8307","argol",8.15172641427534e-06,"[0-0.0001)",0.01
"8308","arils",8.15172641427534e-06,"[0-0.0001)",0.01
"8309","ariot",8.15172641427534e-06,"[0-0.0001)",0.01
"8310","arked",8.15172641427534e-06,"[0-0.0001)",0.01
"8311","arled",8.15172641427534e-06,"[0-0.0001)",0.01
"8312","armet",8.15172641427534e-06,"[0-0.0001)",0.01
"8313","armil",8.15172641427534e-06,"[0-0.0001)",0.01
"8314","arnas",8.15172641427534e-06,"[0-0.0001)",0.01
"8315","arnut",8.15172641427534e-06,"[0-0.0001)",0.01
"8316","aroba",8.15172641427534e-06,"[0-0.0001)",0.01
"8317","aroid",8.15172641427534e-06,"[0-0.0001)",0.01
"8318","arpas",8.15172641427534e-06,"[0-0.0001)",0.01
"8319","arpen",8.15172641427534e-06,"[0-0.0001)",0.01
"8320","arrah",8.15172641427534e-06,"[0-0.0001)",0.01
"8321","arret",8.15172641427534e-06,"[0-0.0001)",0.01
"8322","arsey",8.15172641427534e-06,"[0-0.0001)",0.01
"8323","artal",8.15172641427534e-06,"[0-0.0001)",0.01
"8324","aruhe",8.15172641427534e-06,"[0-0.0001)",0.01
"8325","arums",8.15172641427534e-06,"[0-0.0001)",0.01
"8326","arvee",8.15172641427534e-06,"[0-0.0001)",0.01
"8327","arvos",8.15172641427534e-06,"[0-0.0001)",0.01
"8328","aryls",8.15172641427534e-06,"[0-0.0001)",0.01
"8329","asdic",8.15172641427534e-06,"[0-0.0001)",0.01
"8330","ashed",8.15172641427534e-06,"[0-0.0001)",0.01
"8331","ashet",8.15172641427534e-06,"[0-0.0001)",0.01
"8332","askoi",8.15172641427534e-06,"[0-0.0001)",0.01
"8333","askos",8.15172641427534e-06,"[0-0.0001)",0.01
"8334","aspie",8.15172641427534e-06,"[0-0.0001)",0.01
"8335","aspis",8.15172641427534e-06,"[0-0.0001)",0.01
"8336","assot",8.15172641427534e-06,"[0-0.0001)",0.01
"8337","astun",8.15172641427534e-06,"[0-0.0001)",0.01
"8338","asway",8.15172641427534e-06,"[0-0.0001)",0.01
"8339","aswim",8.15172641427534e-06,"[0-0.0001)",0.01
"8340","asyla",8.15172641427534e-06,"[0-0.0001)",0.01
"8341","ataps",8.15172641427534e-06,"[0-0.0001)",0.01
"8342","ataxy",8.15172641427534e-06,"[0-0.0001)",0.01
"8343","atigi",8.15172641427534e-06,"[0-0.0001)",0.01
"8344","atilt",8.15172641427534e-06,"[0-0.0001)",0.01
"8345","atimy",8.15172641427534e-06,"[0-0.0001)",0.01
"8346","atmas",8.15172641427534e-06,"[0-0.0001)",0.01
"8347","atocs",8.15172641427534e-06,"[0-0.0001)",0.01
"8348","atoke",8.15172641427534e-06,"[0-0.0001)",0.01
"8349","atoks",8.15172641427534e-06,"[0-0.0001)",0.01
"8350","atomy",8.15172641427534e-06,"[0-0.0001)",0.01
"8351","atony",8.15172641427534e-06,"[0-0.0001)",0.01
"8352","atrip",8.15172641427534e-06,"[0-0.0001)",0.01
"8353","atuas",8.15172641427534e-06,"[0-0.0001)",0.01
"8354","audad",8.15172641427534e-06,"[0-0.0001)",0.01
"8355","aulic",8.15172641427534e-06,"[0-0.0001)",0.01
"8356","auloi",8.15172641427534e-06,"[0-0.0001)",0.01
"8357","aumil",8.15172641427534e-06,"[0-0.0001)",0.01
"8358","aunes",8.15172641427534e-06,"[0-0.0001)",0.01
"8359","aurae",8.15172641427534e-06,"[0-0.0001)",0.01
"8360","aurar",8.15172641427534e-06,"[0-0.0001)",0.01
"8361","aurei",8.15172641427534e-06,"[0-0.0001)",0.01
"8362","aures",8.15172641427534e-06,"[0-0.0001)",0.01
"8363","avale",8.15172641427534e-06,"[0-0.0001)",0.01
"8364","avels",8.15172641427534e-06,"[0-0.0001)",0.01
"8365","avine",8.15172641427534e-06,"[0-0.0001)",0.01
"8366","avize",8.15172641427534e-06,"[0-0.0001)",0.01
"8367","avyze",8.15172641427534e-06,"[0-0.0001)",0.01
"8368","awarn",8.15172641427534e-06,"[0-0.0001)",0.01
"8369","awato",8.15172641427534e-06,"[0-0.0001)",0.01
"8370","awdls",8.15172641427534e-06,"[0-0.0001)",0.01
"8371","aweel",8.15172641427534e-06,"[0-0.0001)",0.01
"8372","aweto",8.15172641427534e-06,"[0-0.0001)",0.01
"8373","awing",8.15172641427534e-06,"[0-0.0001)",0.01
"8374","awmry",8.15172641427534e-06,"[0-0.0001)",0.01
"8375","awner",8.15172641427534e-06,"[0-0.0001)",0.01
"8376","awols",8.15172641427534e-06,"[0-0.0001)",0.01
"8377","awork",8.15172641427534e-06,"[0-0.0001)",0.01
"8378","axile",8.15172641427534e-06,"[0-0.0001)",0.01
"8379","axite",8.15172641427534e-06,"[0-0.0001)",0.01
"8380","axled",8.15172641427534e-06,"[0-0.0001)",0.01
"8381","axman",8.15172641427534e-06,"[0-0.0001)",0.01
"8382","axmen",8.15172641427534e-06,"[0-0.0001)",0.01
"8383","axoid",8.15172641427534e-06,"[0-0.0001)",0.01
"8384","ayahs",8.15172641427534e-06,"[0-0.0001)",0.01
"8385","ayaya",8.15172641427534e-06,"[0-0.0001)",0.01
"8386","ayelp",8.15172641427534e-06,"[0-0.0001)",0.01
"8387","aygre",8.15172641427534e-06,"[0-0.0001)",0.01
"8388","ayins",8.15172641427534e-06,"[0-0.0001)",0.01
"8389","ayont",8.15172641427534e-06,"[0-0.0001)",0.01
"8390","ayrie",8.15172641427534e-06,"[0-0.0001)",0.01
"8391","azans",8.15172641427534e-06,"[0-0.0001)",0.01
"8392","azine",8.15172641427534e-06,"[0-0.0001)",0.01
"8393","azlon",8.15172641427534e-06,"[0-0.0001)",0.01
"8394","azoic",8.15172641427534e-06,"[0-0.0001)",0.01
"8395","azons",8.15172641427534e-06,"[0-0.0001)",0.01
"8396","azoth",8.15172641427534e-06,"[0-0.0001)",0.01
"8397","azurn",8.15172641427534e-06,"[0-0.0001)",0.01
"8398","azury",8.15172641427534e-06,"[0-0.0001)",0.01
"8399","azygy",8.15172641427534e-06,"[0-0.0001)",0.01
"8400","azyme",8.15172641427534e-06,"[0-0.0001)",0.01
"8401","azyms",8.15172641427534e-06,"[0-0.0001)",0.01
"8402","baaed",8.15172641427534e-06,"[0-0.0001)",0.01
"8403","baals",8.15172641427534e-06,"[0-0.0001)",0.01
"8404","babus",8.15172641427534e-06,"[0-0.0001)",0.01
"8405","baccy",8.15172641427534e-06,"[0-0.0001)",0.01
"8406","baels",8.15172641427534e-06,"[0-0.0001)",0.01
"8407","baffs",8.15172641427534e-06,"[0-0.0001)",0.01
"8408","baffy",8.15172641427534e-06,"[0-0.0001)",0.01
"8409","bafts",8.15172641427534e-06,"[0-0.0001)",0.01
"8410","baghs",8.15172641427534e-06,"[0-0.0001)",0.01
"8411","bagie",8.15172641427534e-06,"[0-0.0001)",0.01
"8412","bahus",8.15172641427534e-06,"[0-0.0001)",0.01
"8413","bahut",8.15172641427534e-06,"[0-0.0001)",0.01
"8414","baisa",8.15172641427534e-06,"[0-0.0001)",0.01
"8415","baiza",8.15172641427534e-06,"[0-0.0001)",0.01
"8416","bajra",8.15172641427534e-06,"[0-0.0001)",0.01
"8417","bajri",8.15172641427534e-06,"[0-0.0001)",0.01
"8418","bajus",8.15172641427534e-06,"[0-0.0001)",0.01
"8419","bakra",8.15172641427534e-06,"[0-0.0001)",0.01
"8420","balds",8.15172641427534e-06,"[0-0.0001)",0.01
"8421","balus",8.15172641427534e-06,"[0-0.0001)",0.01
"8422","banak",8.15172641427534e-06,"[0-0.0001)",0.01
"8423","baned",8.15172641427534e-06,"[0-0.0001)",0.01
"8424","bants",8.15172641427534e-06,"[0-0.0001)",0.01
"8425","banty",8.15172641427534e-06,"[0-0.0001)",0.01
"8426","bapus",8.15172641427534e-06,"[0-0.0001)",0.01
"8427","bardy",8.15172641427534e-06,"[0-0.0001)",0.01
"8428","barms",8.15172641427534e-06,"[0-0.0001)",0.01
"8429","barps",8.15172641427534e-06,"[0-0.0001)",0.01
"8430","barye",8.15172641427534e-06,"[0-0.0001)",0.01
"8431","basan",8.15172641427534e-06,"[0-0.0001)",0.01
"8432","basij",8.15172641427534e-06,"[0-0.0001)",0.01
"8433","basts",8.15172641427534e-06,"[0-0.0001)",0.01
"8434","battu",8.15172641427534e-06,"[0-0.0001)",0.01
"8435","bauds",8.15172641427534e-06,"[0-0.0001)",0.01
"8436","bauks",8.15172641427534e-06,"[0-0.0001)",0.01
"8437","baurs",8.15172641427534e-06,"[0-0.0001)",0.01
"8438","bavin",8.15172641427534e-06,"[0-0.0001)",0.01
"8439","bawds",8.15172641427534e-06,"[0-0.0001)",0.01
"8440","bawks",8.15172641427534e-06,"[0-0.0001)",0.01
"8441","bawns",8.15172641427534e-06,"[0-0.0001)",0.01
"8442","bawrs",8.15172641427534e-06,"[0-0.0001)",0.01
"8443","bawty",8.15172641427534e-06,"[0-0.0001)",0.01
"8444","bayts",8.15172641427534e-06,"[0-0.0001)",0.01
"8445","bazoo",8.15172641427534e-06,"[0-0.0001)",0.01
"8446","beamy",8.15172641427534e-06,"[0-0.0001)",0.01
"8447","becap",8.15172641427534e-06,"[0-0.0001)",0.01
"8448","bedad",8.15172641427534e-06,"[0-0.0001)",0.01
"8449","bedew",8.15172641427534e-06,"[0-0.0001)",0.01
"8450","bedim",8.15172641427534e-06,"[0-0.0001)",0.01
"8451","bedye",8.15172641427534e-06,"[0-0.0001)",0.01
"8452","beedi",8.15172641427534e-06,"[0-0.0001)",0.01
"8453","befog",8.15172641427534e-06,"[0-0.0001)",0.01
"8454","begad",8.15172641427534e-06,"[0-0.0001)",0.01
"8455","begar",8.15172641427534e-06,"[0-0.0001)",0.01
"8456","begem",8.15172641427534e-06,"[0-0.0001)",0.01
"8457","beigy",8.15172641427534e-06,"[0-0.0001)",0.01
"8458","beins",8.15172641427534e-06,"[0-0.0001)",0.01
"8459","belah",8.15172641427534e-06,"[0-0.0001)",0.01
"8460","belar",8.15172641427534e-06,"[0-0.0001)",0.01
"8461","belee",8.15172641427534e-06,"[0-0.0001)",0.01
"8462","belon",8.15172641427534e-06,"[0-0.0001)",0.01
"8463","bemad",8.15172641427534e-06,"[0-0.0001)",0.01
"8464","bemas",8.15172641427534e-06,"[0-0.0001)",0.01
"8465","bemix",8.15172641427534e-06,"[0-0.0001)",0.01
"8466","bemud",8.15172641427534e-06,"[0-0.0001)",0.01
"8467","benga",8.15172641427534e-06,"[0-0.0001)",0.01
"8468","benis",8.15172641427534e-06,"[0-0.0001)",0.01
"8469","benty",8.15172641427534e-06,"[0-0.0001)",0.01
"8470","bepat",8.15172641427534e-06,"[0-0.0001)",0.01
"8471","beray",8.15172641427534e-06,"[0-0.0001)",0.01
"8472","berme",8.15172641427534e-06,"[0-0.0001)",0.01
"8473","berob",8.15172641427534e-06,"[0-0.0001)",0.01
"8474","besat",8.15172641427534e-06,"[0-0.0001)",0.01
"8475","besee",8.15172641427534e-06,"[0-0.0001)",0.01
"8476","beses",8.15172641427534e-06,"[0-0.0001)",0.01
"8477","besit",8.15172641427534e-06,"[0-0.0001)",0.01
"8478","besot",8.15172641427534e-06,"[0-0.0001)",0.01
"8479","besti",8.15172641427534e-06,"[0-0.0001)",0.01
"8480","beted",8.15172641427534e-06,"[0-0.0001)",0.01
"8481","beths",8.15172641427534e-06,"[0-0.0001)",0.01
"8482","betid",8.15172641427534e-06,"[0-0.0001)",0.01
"8483","bevue",8.15172641427534e-06,"[0-0.0001)",0.01
"8484","bevvy",8.15172641427534e-06,"[0-0.0001)",0.01
"8485","bewet",8.15172641427534e-06,"[0-0.0001)",0.01
"8486","bewig",8.15172641427534e-06,"[0-0.0001)",0.01
"8487","bezes",8.15172641427534e-06,"[0-0.0001)",0.01
"8488","bezil",8.15172641427534e-06,"[0-0.0001)",0.01
"8489","bezzy",8.15172641427534e-06,"[0-0.0001)",0.01
"8490","bhais",8.15172641427534e-06,"[0-0.0001)",0.01
"8491","bhats",8.15172641427534e-06,"[0-0.0001)",0.01
"8492","bhels",8.15172641427534e-06,"[0-0.0001)",0.01
"8493","bhoot",8.15172641427534e-06,"[0-0.0001)",0.01
